"id","text","irony","sarcasm","topic"
"134334950777438208","Mario Monti nominato senatore a vita della Repubblica italiana moribonda #elezioni #308","0","0","TW-SENTIPOLC"
"163952163565993985","Mario Monti nominato Europeo dell'anno . http://t.co/kpNqktgl"" e gli altri chi erano? Hitler e Stalin?","1","1","TW-SENTIPOLC"
"136040029683322882","Mario Monti nativo digitale? @riccardowired #hbw2011","1","0","TW-SENTIPOLC"
"136520811908575232","Mario Monti mi sta già sul cazzo, oltre a non guardare @GDay_LIVE su @La7tv lo interrompe pure per un discorso in cui non dice nulla.","1","0","TW-SENTIPOLC"
"135663745430065154","Mario Monti mi piace, ma neanche una donna nel toto ministri? Non si comincia benissimo... #finecorsa","0","0","TW-SENTIPOLC"
"156344986584096768","MARIO MONTI L'ALIENO: GODETEVELO ANCORA PER POCO http://t.co/AkU6DZB4","1","0","TW-SENTIPOLC"
"160733198135992320","Mario Monti istituisce per i barboni, l'obbligo di emissione dello scontrino fiscale, in seguito ad eventuale elemosina ricevuta.","1","0","TW-SENTIPOLC"
"134946044822818816","Mario Monti il messia, accolto in Senato da un lungo applauso: Mario Monti, il messia italiano, è stato accolto... http://t.co/lKtUlE3s","1","0","TW-SENTIPOLC"
"144761335652155393","Mario Monti ha usato come metafora firewall e i giornalisti italiani annaspano.","1","0","TW-SENTIPOLC"
"136746086906855424","Mario Monti ha lasciato il suo albergo a Monti ...ma sti giornalisti ogni tanto non si vergognano?","1","0","TW-SENTIPOLC"
"136922394551001088","Mario Monti ha già fatto un miracolo: gli indignati della Sapienza alleati con Sallusti nellla denuncia del complotto tecno massonico.","1","0","TW-SENTIPOLC"
"136339007066996736","Mario Monti ha detto che sarà un periodo di sacrifici...e te pareva... @NicoSavi @triomedusa @sarofiorello","1","1","TW-SENTIPOLC"
"134691642023231488","Mario Monti è un uomo di Stato: ma di quale Stato?","1","1","TW-SENTIPOLC"
"134756520956149760","Mario Monti è un rettiliano, figlio di Satana #sapevatelo #fatepresto","1","0","TW-SENTIPOLC"
"165082906203656194","MARIO MONTI E LA MASSONERIA: UNA RELAZIONE PERICOLOSA PER L'ITALIA. http://t.co/ZRcsSBnT","0","0","TW-SENTIPOLC"
"144420636272496642","MARIO MONTI E LA CINA, CHE SI FA?","0","0","TW-SENTIPOLC"
"149433530601058304","Mario Monti e la #Rai Riforma e privatizzazione? http://t.co/Mu53BOBF #notizie #politica","0","0","TW-SENTIPOLC"
"155648765880053761","Mario Monti e il mistero dell'evasione fiscale http://t.co/c4JAVWQQ","0","0","TW-SENTIPOLC"
"136069327349751808","Mario Monti è il Lato Oscuro della Forza? http://t.co/buQsi9wc via @giornalettismo","0","0","TW-SENTIPOLC"
"134707045902462976","mario monti e basta!","0","0","TW-SENTIPOLC"
"135066614960881665","Mario Monti dia un segnale all'Italia e al mondo: non siamo un paese per vecchi Lettera43 http://t.co/wfcmt0c4","1","0","TW-SENTIPOLC"
"142676270977781760","Mario Monti conferma Manlio Strano segretario generale: ROMA, 2 DIC – Il Presidente del Consiglio Mario Monti, d... http://t.co/bs3SLQsJ","0","0","TW-SENTIPOLC"
"134670045031841792","Mario Monti chi? http://t.co/vUHzcxmu Seeee, vabbè! Goldman Sachs de che? http://t.co/QCgBGPP3","1","0","TW-SENTIPOLC"
"146949345483296769","Mario Monti al Senato sull'Ue. Contestazioni in aula. http://t.co/WrwqKsWJ","0","0","TW-SENTIPOLC"
"133822129773879297","Mario Monti a capo del Governo tecnico? Come avere un marziano a Roma: Voci insistenti danno l'ex commissario Ue... http://t.co/o2bFeXjN","1","1","TW-SENTIPOLC"
"145928430213545985","mario monti","0","0","TW-SENTIPOLC"
"134612372781412352","Mario Draghi agitato, Mario Monti agitato, Mario Balotelli agitato... calmi gli altri Mari...abbiamo trasmesso il bollettino dei navigan...","0","0","TW-SENTIPOLC"
"160380510441455616","Mario #Monti: il più grande capro espiatorio degli ultimi 150 anni.","0","0","TW-SENTIPOLC"
"136786834096275456","mario #monti ha 7 anni in meno di #silvio #berlusconi, ma li porta peggio! lol","1","0","TW-SENTIPOLC"
"652179350188617728","Marino si è dimesso. Ora la metro sembra nuova. [@pirata_21]","1","0","TW-SPINO"
"653951085296619520","Marino pubblica 492 pagine di note spese e ricevute. Ora è il nuovo Fabio Volo.  [CONTINUA su http://t.co/oDPUtx2DvV]","1","1","TW-SPINO"
"823888131812421635","Marina militare in pattugliamento continuo per salvare migranti salvare tutti è impossibile gli Italiani siarrangino https://t.co/nPtAcdYnTW","0","0","HSC"
"507571692248387584","Mariastella Gelmini: ""la riforma della scuola Renzi strepitosa vittoria di Forza Italia"". Io un po' di vergogna ce l'avrei #labuonascuola","0","0","TW-BS"
"557600989055025153","Marco Rizzo vuole rifondare il Pci. Prima che lo faccia Mastella. [@batduccio]","1","0","TW-SPINO"
"836534101708533760","Marcia delle donne contro Trump organizzata da una terrorista! Andiamo bene!    https://t.co/EQ5L80oHex","1","1","HSC"
"612654216377704448","Marchionne incontra il Papa. ""Secondo me i cardinali polacchi ti costerebbero molto meno"". [@pirata_21]","1","1","TW-SPINO"
"142641922920554497","Manovra governo Monti si parla di tassa sul lusso. Una tantum sulle sciarpe oltre i 50 centimentri. Vabbene scaldarsi...","0","0","TW-SENTIPOLC"
"191987176660156417","mancano 5.6 milioni di euro... SOLO! http://t.co/1c9gMIDe","1","0","TW-SENTIPOLC"
"519432309125423104","Manca solo una settimana allo YIF ! #Roma #giovani #lavoro #opportunità #labuonascuola http://t.co/umK4t538ZL","0","0","TW-BS"
"822414802136027140","Manca la luce e riscaldamento in centro Italia, è colpa degli immigrati. Pure se nevica e c'è il terremoto. 😶","1","0","HSC"
"801530220293529604","Maltempo a Ventimiglia, migrante arrivato in Italia disperso nel fiume in piena. Nemmeno in Final Destination erano così sfigati.","1","0","HSC"
"134515315420831745","Male male male.. Un governo Monti con Letta vice, Palma e Frattini riconfermati, Ichino (Pd) al welfare... Per fare cosa? #elezionisubito","0","0","TW-SENTIPOLC"
"802529012996337666","Malattie e diritto allo studio negato. Ecco che fine hanno fatto le famiglie rom sgomberate da via Idro - Il... https://t.co/8nkJUHQsJh","0","0","HSC"
"470937505676947456","Mai un partito di sinistra era arrivato al 40%. E neanche adesso. [@ReNudo79]","1","1","TW-SPINO"
"831143593721085953","Mahershala Ali, musulmano afroamericano alla notte degli #Oscar2017 https://t.co/3ySj0jGxHx @ariannafinos @alelavitali @luckyred #moonlight","0","0","HSC"
"471596010951933952","Maggio è il mese della masturbazione. Ma ormai siamo agli sgoccioli. [ipercarmela]","1","0","TW-SPINO"
"144164264402362370","Magari me sbaglio, ma se la Cgil dice che questa manovra 'uccide i pensionati', il mio parere è che Mario Monti lo stia facendo benissimo <3","1","1","TW-SENTIPOLC"
"593425195756556289","Mafia, Camorra, 'Ndrangheta? Ma no, il problema dell'Italia è l'immigrazione. #salvini #leganord","1","0","HSC"
"786113424136822784","Mafia Capitale,“giro di mazzette per pilotare gli appalti sui campi rom”.La procura di Roma ... https://t.co/ciq58fYita via @fattoquotidiano","0","0","HSC"
"785903794118811648","Mafia Capitale, tangenti per appalti campi rom: 17 funzionari rischiano il processo https://t.co/Y9YyO962SA @ilmessaggeroit","0","0","HSC"
"786094811438866433","Mafia capitale, nuovo filone ‘Mazzette per truccare gare d’appalto per campi rom’  https://t.co/CNOBDWv5mP via @fattoquotidiano","0","0","HSC"
"785956605930143744","Mafia Capitale, “giro di mazzette per pilotare gli appalti sui campi rom”. La procura di Roma chiude nuova inchiesta https://t.co/g2YXbW9BVP","0","0","HSC"
"152143959785865216","Ma vietare i botti a #Capodanno fa parte della #fase2 del Governo #Monti? Non ditemi che e' per evitare di pagare gli straordinari ai PS?: )","1","0","TW-SENTIPOLC"
"193309284216487937","Ma veramente #Grillo ha detto che la soluzione alla crisi è uscire dall'Euro?? Ma allora è un genio dell'economia! Ah no un minchione!!","1","1","TW-SENTIPOLC"
"552919892052414465","Ma un #embargo al mondo #islamico no? #onu #italia","1","1","HSC"
"507098707209515008","Ma tutti voi che twittate pubblicizzando #labuonascuola ci fate o ci siete? O vi paga Renzi per fargli propaganda?","1","1","TW-BS"
"153558720008306688","Ma tutte queste pubblicità di farmaci contro il bruciore di stomaco sono dovute agli stravizi natalizi o alle virtù di Mario Monti?","1","0","TW-SENTIPOLC"
"145985752264740866","Ma tra tutti i cattolici del Governo Monti non c'e nessuno che possa consigliare il Papa di cacciare don Verze' dalla chiesa?","1","0","TW-SENTIPOLC"
"568379184592097280","Ma tanto prima i profughi! http://t.co/a08ITQgLdt http://t.co/kpLji577f0\""","1","1","HSC"
"553995676062085120","ma sti terroristi che cazzo si minacciano di attaccare Romaio me sto a caga' sotto","1","0","HSC"
"153527951336550401","Ma secondo voi super #Mario #Monti riuscirà a tassare anche la felicità?","1","1","TW-SENTIPOLC"
"146916283940741120","Ma se Mario #Monti tramonta, Alba Parietti parietta?","0","0","TW-SENTIPOLC"
"143393513910960128","Ma se il governo monti è ostaggio di una politica stantia e di una maggioranza trasversale di inette testedicazzo che cazzo ce sta a fa?","1","1","TW-SENTIPOLC"
"596031173660377088","Ma se emigro in Africa,mi daranno anche loro come l'Italia fa con gli immigrati, 1000€ al mese senza fare niente? #Salvini @matteosalvinimi","1","1","HSC"
"554383380780175361","Ma se ci convertiamo tutti all'islam, dopo a chi cazzo sgozzano? 😳 #lagabbia","1","1","HSC"
"507266232345972736","Ma se avrò un figlio o figlia e dovrà portare a scuola il gesso non può essere bocciata... Vero ? #labuonascuola","1","1","TW-BS"
"5.6910113684787E+17","Ma se 300 stranieri ubriachi possono devastare Roma e poi andare a vedere la partita, cosa potrebbe fare un'orda di terroristi islamici?","1","1","HSC"
"136551902199558144","ma scusate quanta incoerenza e ambiguità ci possono stare in uno che si chiama mario monti?","1","0","TW-SENTIPOLC"
"192956511167844352","Ma sarebbe #Grillo il futuro della politica?","0","0","TW-SENTIPOLC"
"136743521163026433","Ma quindi Catricala', Severino e Visentini nel governo Monti? Stiamo a fa il governo Bocconi-LUISS? #annamobene","1","0","TW-SENTIPOLC"
"817107006620319745","Ma quanto è sexy la frase: Hey straniero","0","0","HSC"
"785434915349340160","Ma poi mi spiegate sta storia che tutti gli immigrati stanno a chidere soldi per ~riportare a casa~ i cadaveri dei parenti morti che truffa","0","0","HSC"
"553952518242578433","Ma poi è meraviglioso vedere come in Francia sono tutti uniti contro il terrorismo ed in Italia il cattivone è Salvini! A me fate paura voi!","1","1","HSC"
"1.3457025498573E+17","Ma poi ad un certo punto i giochi di parole su #Mario Monti hanno una fine, vero?","1","0","TW-SENTIPOLC"
"134603762361843713","Ma perchè scegliere Mario Monti quando ci sarebbe Chuck Norris?","1","0","TW-SENTIPOLC"
"849575956700332032","Ma pensa un po'... trattasi di #rom anche se bisogna leggere quasi tutto l'articolo per scoprirlo... https://t.co/11zMx5qZdm","1","0","HSC"
"136818251165483008","Ma ora che tutti diranno bravo al Governo Monti, rimango l'unico contro, dove le trovo le info? AAA cercasi aiuto Barbaro Sognatore #PdN","0","0","TW-SENTIPOLC"
"836327237829943297","Ma nessuno parla del fatto che la rom forse forse si è divertita? Rideva alla fine. #biancoenero","0","0","HSC"
"825342009124732928","Ma miko avrà chiesto il permesso agli stranieri per andare in Italia?","1","0","HSC"
"154252261244145664","ma mario monti e' meglio della profezia maya? mah....","1","1","TW-SENTIPOLC"
"520590777085624320","Ma lo sciopero della #scuola è contro il topless della #Giannini? No, per capire... #sciopero #lavoro #labuonascuola","1","0","TW-BS"
"837728795251642374","Ma le chiamate da Milano dalla #telecom che ricevo (ovviamente centralinisti stranieri) che sfiorano lo stalking?","1","0","HSC"
"554541255095775234","Ma le 2000 persone uccise da Boko Haram in Nigeria, hanno fatto parte della grande manifestazione di Parigi contro il terrorismo islamico?","1","1","HSC"
"521995145940832256","Ma la riforma ""buona scuola"" è scritta in modo da non essere letta?","1","1","TW-BS"
"136846660654477313","Ma la Lega non voleva arrivare a fine legislatura per approvare i decreti attuativi sul Federalismo? Toccherà al Governo #Monti.","0","0","TW-SENTIPOLC"
"825928527677648896","Ma la famosa promessa di chiudere i campi nomadi a #Roma??? Solite chiacchiere, noi vogliamo i fatti cara sindaca @virginiaraggi #Raggi","0","0","HSC"
"515426982017134592","Ma la ""buona scuola"" cambierà tutto. Vero, Renzie? Ah, se le leggi si facessero a suon di linee guida...... http://t.co/bdqOXO1D7w","1","1","TW-BS"
"135323854787710976","Ma in Parlamento ci sono i numeri per un eventuale governo Monti? #rimontiamo #BBB #nosaycat","0","0","TW-SENTIPOLC"
"801116483069812736","Ma in italia non viene Obama a terrorizzarci nel caso di una vittoria del NO? #IoVotoNO #IoDicoNo","1","0","HSC"
"158306233122693121","Ma il governo Monti pensa di dirla una cosa a proposito di naufragi, #concordia, #giglio, Titanic? O sono dal broker a trattare la polizza?","1","1","TW-SENTIPOLC"
"143035175650066432","Ma il governo #monti non doveva alleggerire le tasse sul lavoro ed aumentare quelle sui consumi? Mi pare faccia il contrario #fullmonti","0","0","TW-SENTIPOLC"
"841696077967446017","Ma il compagno Minniti lo mettete su un carro alla testa del corteo o in coda ad arrestare tutti i migranti sospetti?https://t.co/v66EJQCcXY","1","0","HSC"
"507137437769170944","Ma i punti de #labuonascuola sono riferiti anche a quella pubblica? #perdire","1","1","TW-BS"
"482139420850913281","Ma guardiamo i lati positivi: Paletta ha concluso il mondiale con il 100% di vittorie. [CONTINUA su http://t.co/8REeGqIhCK]","1","0","TW-SPINO"
"843036631288483840","Ma forse i rom non sono ladri.....so sportivi! https://t.co/n2JXqy5QZA","1","1","HSC"
"190699270964387840","Ma è una mia impressione o il M5Stelle di #Grillo somiglia sempre di più alla #Lega del 1992?","0","0","TW-SENTIPOLC"
"134397546310287361","ma è opportuno che mario monti sia stato nominato senatore a vita in questo frangente storico?","0","0","TW-SENTIPOLC"
"811358647058100224","Ma è ancora qui? Speravo che se ne fosse tornato a casa sua *Con i fratellini islamici*Dobbiamo per forza sopportarlo?*👎👎👎🐐🐐🐐 https://t.co/jd0cHLRX4N","1","1","HSC"
"846322576276291585","Ma di quella senza fissa dimora ""rom"" ke ha danneggiato beni al Pantheon nn se ne parla? Dalla serie facciamoli tutti entrare, cani, porci..","1","1","HSC"
"822081410529984512","Ma della slavina che ha fatto crollare l'hotel, cosa ne pensa Salvini?  Gli stranieri all'interno sono vittime o potevano stare a casa loro?","1","1","HSC"
"812346579055243264","Ma davvero non vi sembra strano che tutti i ""terroristi"" in europa vengano uccisi anziché processati? #AnisAmri","0","0","HSC"
"823618701438124033","ma davero? Dici che i nomadi non si rassegnano all'idea che è arrivata Sora #Raggi? è incredibile...ci vorrebbe Beppe... https://t.co/EsKzR08528","1","0","HSC"
"848284301078786048","Ma come?? #islam non era una ""religione"" che valorizzava la donna??   #maometto #corano #violenzasulledonne https://t.co/i4oVzjNWed","1","1","HSC"
"844269452262825984","Ma come cazzo dormi la notte Nessuno rom vuole fare gli straordinari? Magari gli incursori dell'Est Qualche profugo in cerca di riparo?","1","1","HSC"
"847899024480927744","Ma chiudiamoli sti cazzo di campi rom.....!!! https://t.co/kyfwgIPS2c","0","0","HSC"
"507545227721457664","Ma chi ha redatto il documento La buona scuola del governo era un telecronista sportivo? Si parla poco di cultura e molto di partita.","1","1","TW-BS"
"146959596169334784","Ma chi ha dato la patente a Mario Monti? Tutto questo tempo per fare una manovra!","1","0","TW-SENTIPOLC"
"136865293204070401","Ma che altro vuole lo #Spread? Gli abbiamo tolto #Berlusconi, gli abbiamo dato il governo #Monti, ora potrebbe anche lasciarci vivere!","1","0","TW-SENTIPOLC"
"837182591048552448","Ma brava Boldrini brava brava e ancora brava Ottimo esempio di solidarietà Le due signore è tutta la comunità rom r… https://t.co/oa1BwLVQlk","1","0","HSC"
"855159601221783552","ma ancora una casualità nel giorno in cui non si parla DELLA GUERRA VERA, un attacco terroristico in Francia, e appena sentito Gentiloni","0","0","HSC"
"136810270692610048","Ma adesso andrà di moda essere della Lega, visto l'aria di buonismo e trasversalità che c'è intorno al governo Monti ?","1","0","TW-SENTIPOLC"
"520631038171971584","Ma #labuonascuola è necessariamente quella gratuita oppure forse è meglio pensare anche alla qualità? #Renzi #pd #cronaca #studentiinpiazza","0","0","TW-BS"
"192338118161076224","Ma #Grillo è davvero convinto che facendo ammujna si passa dalla parte della ragione?","0","0","TW-SENTIPOLC"
"835116610457333760","Ma 'sequestro di persona' dove? Ma ce la fate? Che ignoranti quelli che difendono i rom, la peggior feccia sulla faccia della terra #Lidl","0","0","HSC"
"811766182781063168","M5s boccia la chiusura del campo rom: ""Buffoni, siete peggio della sinistra"". Loro sono di sinistra","0","0","HSC"
"575335575529594880","Luxuria nel mirino dei terroristi islamici??anche questi nn hanno nulla da fare..","1","0","HSC"
"530106228832489472","Lunedì 10 alle 21,al circolo @pd8torino, parleremo di #labuonascuola con @andreaappiano e @umbertodott grazie a @marcoquattro81 per l'invito","0","0","TW-BS"
"836210899023200256","Lui è un immigrato. I bastardi sono italiani. ""Baby gang ferisce alla testa venditore di ombrelli a Napoli"" https://t.co/KhbuXPdOI8","0","0","HSC"
"522440433507790848","Luccisano un trentenne che si permette di dire a noi insegnanti da più di trenta anni come fare #labuonascuola. Pensiamoci","1","1","TW-BS"
"137067769979080704","Lucamengoni Youtube Governo Monti presenta i Ministri 16-11-11: Governo Monti presenta i Ministri 16-11-11 ww... http://t.co/Q4ZgXjZy","0","0","TW-SENTIPOLC"
"848808771195473921","Londra-Teheran in bici ’Islam non è fanatismo"" https://t.co/6KqZATs6Tr #incredibile ovunque pressione dai media &lt;quanto e' buono l'islam&gt; #","1","1","HSC"
"789250723468967938","LOL. #Fassino ""il miglior sindaco d'Italia. Sì, dell'Italia dei rom, degli invasori e degli sprechi! https://t.co/wwlgwyDD9p","1","1","HSC"
"517683847115575296","Lo vogliamo dire che Renzi ha copiato di sana pianta la testata del sito CISL scuola ""La buona scuola per rilanciare il paese""? Da un anno..","1","1","TW-BS"
"805731158701068288","Lo stretto legame fra Chianti e “wedding”, matrimoni sia di italiani che stranieri, è ormai un dato di fatto: una... https://t.co/2Oq0ILueP1","0","0","HSC"
"143423553130344450","Lo so, è cattivo e ininfluente, ma il governo Monti é composto da brutta gente, brutti più della malattia. Saranno bravi eh, ma brutti","1","0","TW-SENTIPOLC"
"492259185942601728","Lo smantellamento della Costa Concordia darà lavoro a migliaia di persone. Finora Schettino ha fatto più di Renzi.  [@leomorabito]","1","1","TW-SPINO"
"520653015024693248","Lo scazzo tra Cobas e studenti stamattina a Roma: ""Così stai a fa' er renziano"" #labuonascuola #10o","1","0","TW-BS"
"160821483579510784","Lo sapevate che Twitter è uno strumento di spionaggio del governo Monti?","0","0","TW-SENTIPOLC"
"527743299369861120","Lo condivido con le insegnanti ... In tempi di ""buona scuola "" Buon lavoro 😊 http://t.co/2gmJF3Tr3K","0","0","TW-BS"
"519809483053481984","Lo Bello, Confindustria, presenta le 100 proposte sulla “buona scuola” http://t.co/uKcoX1GDzS http://t.co/GOkWwwJUrE","0","0","TW-BS"
"825000051219038208","LN Padania: Roma: arrestati cinque ladri rom acrobati, mentre si arrampicavano su un balcone https://t.co/CYd36k1PMC","1","0","HSC"
"823822239091007488","LN Padania: Modena, immigrato spacca sedia addosso alla madre: arrestato https://t.co/2tXuprRTGb","0","0","HSC"
"507130121736970240","LINEE GUIDA SCUOLA: ARRIVA IL DOCENTE MENTOR #labuonascuola http://t.co/9M63utRmND","0","0","TW-BS"
"141216991934562305","Limone nell'ano per lui, capitone vivo per lei. Prime indiscrezioni sui provvedimenti del governo #Monti. http://t.co/8ov9eYQz #sapevatelo","1","1","TW-SENTIPOLC"
"524203152749637632","Licenziamento docenti abrogazione dell #articolo18 il governo tiene molto alla piena occupazione in italia #labuonascuola","1","1","TW-BS"
"843606884787609601","Libia, i segreti dell’accordo con l’Italia  per fermare l’arrivo dei migranti Ma servono due miliardi dall’Europa https://t.co/Vc0A1mU7xe …","0","0","HSC"
"159881564312973314","Libertà di trivellazione e sondaggi? Ma il governo Monti che c'ha in testa, le rane?","1","1","TW-SENTIPOLC"
"555808830257643522","Liberate Greta e Vanessa. Saranno processate in Italia. [@maurizioneri79]","1","0","TW-SPINO"
"801031283568758784","Li raccogliamo direttamente sulle coste libiche...  #migranti #invasione #IoVotoNO https://t.co/YtJAvSUuGL","0","0","HSC"
"840496805175529475","Li chiamano ""nomadi"" anche se vivono (seppur su una roulotte) nello stesso luogo da più di 35 anni... #perplessità","0","0","HSC"
"159955093737832448","Lettera aperta dell'ALI a Mario Monti, con polemica http://t.co/3eJpl0ve fosse x me né #ALI né #AIE","0","0","TW-SENTIPOLC"
"135452017232592896","Letta: sicuramente non farò parte del governo Monti . e siamo un passo avanti. #finecorsa","1","0","TW-SENTIPOLC"
"717333997106372609","Leo Messi: ""Firmo quello che mi dice papà"". Pure la Boschi. [notturnoconcertante]","1","1","TW-SPINO"
"521666346095214593","Leggo sul Tempo giornale moderato che sono pronti 100000 ricorsi di precari contro #labuonascuola. Ma come non erano tutti contenti?","1","1","TW-BS"
"507105608139812864","Leggo ora il documento #labuonascuola. La prima impressione è che qualche lezione di italiano l'abbiano saltata anche i redattori","1","1","TW-BS"
"590864069621587968","Leggo con vibrante piacere che il gov ha un piano per requisire 2-3-e quarte case per ospitare i migrantiIn pratica a tutti i radic chic ��","1","1","HSC"
"530137565806858244","Leggo #labuonascuola e rispondo nuovamente al questionario. Anche questo si fa, pensa un po' :) #passodopopasso","1","0","TW-BS"
"558275344625860608","Legge elettorale, il Pd si divide. Non vedono l'ora di provarla. [@maurofodaroni]","1","1","TW-SPINO"
"520694194378403841","Legge di stabilità. La scuola taglia più di quanto riceve. Bravi i burocrati del miur e #renzi. La fate così #labuonascuola ?","1","1","TW-BS"
"695521767239114752","Legge Cirinnà, dialogo tra M5S e Vaticano. Mi immagino quanta scienza. [@pirata_21]","1","1","TW-SPINO"
"160610816394149888","Lega, 18 pullman da Brescia per il «no» al governo Monti http://t.co/xYskK1AW #brescia","0","0","TW-SENTIPOLC"
"845017877992390656","Le vittime sono tutte uguali Cristiane, ebree, musulmane, atee. Siamo parte della stessa umanità! https://t.co/jFAll7Q7Ng","0","0","HSC"
"816357763668443137","Le vittime del #terrorismo dell'#Isis in #Turquia oltre a fare vittime fra # stranieri hanno ammazzato anche turisti di religione #islamica","0","0","HSC"
"569997161255047170","Le sorelle della buccino usano le labbra come gommoni per fare le scafiste di immigrati albanesi #isola","1","1","HSC"
"521905809207619585","Le proposte per l'education di Confindustria assomigliano al documento del governo sulla buona scuola. E' questo il nuovo asse riformatore ?","1","1","TW-BS"
"850603310474301440","Le principali comunità straniere in Italia. Rapporti 2016. #BdDocumenta @ANPALServizi. @PaoloGentiloni @maudelconte  https://t.co/lCQEx1oqMB","0","0","HSC"
"507273010685149185","le nuove opportunità per tutti i docenti: formazione e carriera nella buona scuola http://t.co/WTBqTyFudV #fb","0","0","TW-BS"
"151645903218937856","Le mie considerazioni inutili: Mario Monti sta uccidendo il paziente? http://t.co/o3YHCpWD","0","0","TW-SENTIPOLC"
"146961796140511232","Le mani legate del governo Monti: http://t.co/24R7sR3Q via @AddThis","0","0","TW-SENTIPOLC"
"193075251771478017","Le immagini di #Grillo a #PiazzaPulita mi ricordano molto quelle della \""discesa in campo\"" di #Berlusconi nel '93... #SonCose","0","0","TW-SENTIPOLC"
"526025450070753280","Le grida manzoniane della buona scuola http://t.co/jNcZrGOSqw http://t.co/qFbx9YiGDE","1","0","TW-BS"
"783327159465218048","Le foto a colori di quando gli immigrati eravamo anche noi europei: https://t.co/pyuvUZPKj1 https://t.co/2A4bOyjw5i","0","0","HSC"
"540150836819935232","Le forze dell'ordine a casa di Alemanno. Per una volta avrebbe preferito i rom. [@frandiben]","1","1","TW-SPINO"
"533656548409884672","Le Femen si masturbano con un crocifisso in piazza San Pietro. Pensa Barabba come sta rosicando adesso. [@pirata_21]","1","0","TW-SPINO"
"511619324604583936","Le domande della #pseudoconsultazione di #Renzi su #labuonascuola sembrano quelle dell'asilo: ti piace la nutella? Con il pane o senza?","1","1","TW-BS"
"522433727465791489","Le conclusioni della tavola rotonda su #labuonascuola @cislscuola @CislNazionale @MiurSocial http://t.co/iZDyfi1uW8","0","0","TW-BS"
"835466886817144834","Le camere a gas solo per i #rom o anche per i #furbettidelcartellino? No, così, tanto per capire... #Lidl","1","1","HSC"
"511845773915717633","Le buona scuola: formazione digitale, meno burocrazia e maker culture http://t.co/EX6P2XoUg3","0","0","TW-BS"
"851477582856040449","LE BESTIE: A CALCI VIA DALL'ITALIA! Trieste, calci e pugni fino a sfigurarla: picchiata dai rom per vendetta… https://t.co/iNYQXRov7c","0","0","HSC"
"125642756147265536","Le 5 sgradevoli realtà di cui Berlusconi dovrebbe rendersi personalmente conto http://t.co/G3u1iF9n Mario Monti non usa mezzi termini","0","0","TW-SENTIPOLC"
"835807152950259712","Le #rom chiuse in gabbia dai dipendenti della #Lidl diventa #virale.Si accende la polemica!! https://t.co/kpJ9RVbKBC https://t.co/YZIzWeUJyt","0","0","HSC"
"851101703533408256","Lazio: Dal #campo #rom di Castel Romano alla Capitale per rubare portafogli: arrestate due donne ‘in trasfe... https://t.co/Ue7d5RzNBK","0","0","HSC"
"575341215572451328","Lavoro solo gli immigrati e per noi italiani non c'è lo meritiamo abbiamo fatto troppo i cattivi ?","1","1","HSC"
"839495465037103105","Lavori in Italia per stranieri... #news #Firenze https://t.co/ssc4ZVUwwC","0","0","HSC"
"575954744797167618","Lavorano gli immigrati in italia solo esclusivamente  loro","1","1","HSC"
"156092551424786432","Laura Pausini e poi il presidente del Consiglio Mario Monti @chetempochefa sceglie bene i suoi ospiti!","1","1","TW-SENTIPOLC"
"144088314377535488","Lasciate ogni speranza... Ma che c'entra la Divina commedia e Benigni con il Presidente Mario Monti? http://t.co/ZrV063UX","1","0","TW-SENTIPOLC"
"527848597904433152","Landini: “Renzi spieghi le botte ai lavoratori”. Tranquillo, è tutto nel Jobs act. [CONTINUA su http://t.co/oDPUtx2DvV]","1","1","TW-SPINO"
"782954875701166080","Lampedusa, il ricordo della strage di migranti del 3 ottobre 2013: ‘La cittadinanza è universale’ https://t.co/exSErRzn7W","0","0","HSC"
"520570941211172864","Ladies and gentlemen,: ISIS, #JobsAct, #labuonascuola e tre deputati Pd di cosa si occupano? Di Fedez. Ma cosa abbiamo fatto di male?","1","1","TW-BS"
"195410591500869634","La7 parlano ancora di #Grillo e di come fa paura alla #politica. Penso sia cosa buona #farepauraallapolitica.","0","0","TW-SENTIPOLC"
"839804568103960579","La violenza e l'odio sono già nel DNA di molti di loro non occorre istigarli #immigrati https://t.co/dJLuq0bgUC","0","0","HSC"
"147411538716803074","La violenza di Berlusconi è sempre quella...non solo tiene in pugno il governo Monti su frequenze, evasione,... http://t.co/IjExm9nl","0","0","TW-SENTIPOLC"
"147336530959142913","La via per uscire dalla crisi per la Bce è a senso unico; la manovra varata dal governo #Monti sembra andare contromano http://t.co/9dsDeqjA","1","0","TW-SENTIPOLC"
"804075341002264579","La verità sull'immigrazione in Italia: sono quasi tutti clandestini https://t.co/ZWBLGDJiNa","0","0","HSC"
"818790004319223808","La vergogna tutta italiana....! Grazie Renzi, Alfano, Boldrini e tutti gli altri pro immigrazione clandestina. https://t.co/zavFOuqauK","1","1","HSC"
"136814988118597632","La vedete intrufolata tra i vostri tweets la differenza tra il governo Monti e quello di B.? Adesso finalmente leggo messaggi di speranza","0","0","TW-SENTIPOLC"
"784563090381762560","La Ue apre alle richieste dell'Italia su migranti e #terremoto La Ue apre alle richieste https://t.co/wiKZtGzlpv #laue #pierremoscovici","0","0","HSC"
"826355966539100160","La Ue a #Trump: ""Noi non discriminiamo gli stranieri"". Abbiamo già così tanto da fare con gli Europei.","1","0","HSC"
